IP	Protocol	Port	Service
179.189.87.184	tcp	8291	
179.189.87.185	tcp	179	bgp
179.189.87.185	tcp	2000	cisco-sccp
179.189.87.185	tcp	22	ssh
179.189.87.185	tcp	8081	tproxy
179.189.87.185	tcp	8291	
179.189.87.186	tcp	2000	cisco-sccp
179.189.87.186	tcp	8081	tproxy
179.189.87.186	tcp	8291	
179.189.87.187	tcp	2000	cisco-sccp
179.189.87.187	tcp	8081	tproxy
179.189.87.187	tcp	8291	
179.189.87.188	tcp	2000	cisco-sccp
179.189.87.188	tcp	8081	tproxy
179.189.87.188	tcp	8291	
179.189.87.189	tcp	2000	cisco-sccp
179.189.87.189	tcp	8081	tproxy
179.189.87.189	tcp	8291	
179.189.87.190	tcp	2000	cisco-sccp
179.189.87.190	tcp	8081	tproxy
179.189.87.190	tcp	8291	
179.189.87.191	tcp	2000	cisco-sccp
179.189.87.191	tcp	8081	tproxy
179.189.87.191	tcp	8291	
179.189.87.194	tcp	30960	
179.189.87.194	tcp	53000	
179.189.87.194	tcp	554	rtsp
179.189.87.194	tcp	8000	
179.189.87.194	tcp	8090	
179.189.87.194	tcp	880	
179.189.87.194	tcp	9010	
179.189.87.194	tcp	9020	
179.189.87.195	tcp	10001	
179.189.87.195	tcp	22	ssh
179.189.87.195	tcp	443	https
179.189.87.195	tcp	80	http
179.189.87.196	tcp	2000	cisco-sccp
179.189.87.196	tcp	7005	afs3-volser
179.189.87.196	tcp	8005	
179.189.87.196	tcp	9202	
179.189.87.197	tcp	22	ssh
179.189.87.197	tcp	33897	
179.189.87.197	tcp	4443	
179.189.87.197	tcp	80	http
179.189.87.198	tcp	34567	
179.189.87.198	tcp	34599	
179.189.87.198	tcp	554	rtsp
179.189.87.198	tcp	80	http
179.189.87.198	tcp	8000	
179.189.87.198	tcp	9527	
179.189.87.199	tcp	2000	cisco-sccp
179.189.87.199	tcp	80	http
179.189.87.199	tcp	8291	
179.189.87.200	tcp	22	ssh
179.189.87.200	tcp	37777	
179.189.87.200	tcp	443	https
179.189.87.200	tcp	49152	
179.189.87.200	tcp	554	rtsp
179.189.87.200	tcp	80	http
179.189.87.200	tcp	8081	tproxy
179.189.87.200	tcp	8686	
179.189.87.201	tcp	10001	
179.189.87.201	tcp	1434	ms-sql-m
179.189.87.201	tcp	22	ssh
179.189.87.201	tcp	2442	
179.189.87.201	tcp	443	https
179.189.87.201	tcp	554	rtsp
179.189.87.201	tcp	80	http
179.189.87.201	tcp	9000	
179.189.87.201	tcp	9090	
179.189.87.202	tcp	2000	cisco-sccp
179.189.87.202	tcp	554	rtsp
179.189.87.202	tcp	7000	afs3-fileserver
179.189.87.202	tcp	80	http
179.189.87.202	tcp	8000	
179.189.87.202	tcp	8291	
179.189.87.203	tcp	22	ssh
179.189.87.203	tcp	443	https
179.189.87.204	tcp	30960	
179.189.87.204	tcp	53000	
179.189.87.204	tcp	554	rtsp
179.189.87.204	tcp	7000	afs3-fileserver
179.189.87.204	tcp	8000	
179.189.87.204	tcp	880	
179.189.87.205	tcp	443	https
179.189.87.205	tcp	554	rtsp
179.189.87.205	tcp	80	http
179.189.87.205	tcp	9000	
179.189.87.205	tcp	9090	
179.189.87.206	tcp	2000	cisco-sccp
179.189.87.206	tcp	8291	
179.189.87.207	tcp	10001	
179.189.87.207	tcp	22	ssh
179.189.87.207	tcp	443	https
179.189.87.207	tcp	80	http
179.189.87.207	tcp	8291	
179.189.87.209	tcp	10001	
179.189.87.209	tcp	22	ssh
179.189.87.209	tcp	2442	
179.189.87.209	tcp	443	https
179.189.87.209	tcp	80	http
179.189.87.210	tcp	23	telnet
179.189.87.210	tcp	9000	
179.189.87.210	tcp	9090	
179.189.87.211	tcp	1723	
179.189.87.211	tcp	2000	cisco-sccp
179.189.87.211	tcp	3388	
179.189.87.211	tcp	3389	
179.189.87.211	tcp	8081	tproxy
179.189.87.211	tcp	8090	
179.189.87.211	tcp	8291	
179.189.87.212	tcp	2000	cisco-sccp
179.189.87.212	tcp	8081	tproxy
179.189.87.212	tcp	8291	
179.189.87.213	tcp	30960	
179.189.87.213	tcp	37871	
179.189.87.213	tcp	40135	
179.189.87.213	tcp	49152	
179.189.87.213	tcp	53668	
179.189.87.213	tcp	554	rtsp
179.189.87.213	tcp	80	http
179.189.87.213	tcp	8000	
179.189.87.214	tcp	2000	cisco-sccp
179.189.87.214	tcp	8081	tproxy
179.189.87.214	tcp	8291	
179.189.87.215	tcp	2000	cisco-sccp
179.189.87.215	tcp	8081	tproxy
179.189.87.215	tcp	8291	
179.189.87.216	tcp	2000	cisco-sccp
179.189.87.216	tcp	8081	tproxy
179.189.87.216	tcp	8291	
179.189.87.217	tcp	2000	cisco-sccp
179.189.87.217	tcp	8081	tproxy
179.189.87.217	tcp	8291	
179.189.87.218	tcp	2000	cisco-sccp
179.189.87.218	tcp	8081	tproxy
179.189.87.218	tcp	8291	
179.189.87.219	tcp	2000	cisco-sccp
179.189.87.219	tcp	8081	tproxy
179.189.87.219	tcp	8291	
179.189.87.220	tcp	179	bgp
179.189.87.220	tcp	2000	cisco-sccp
179.189.87.220	tcp	8081	tproxy
179.189.87.220	tcp	8291	
179.189.87.221	tcp	179	bgp
179.189.87.221	tcp	2000	cisco-sccp
179.189.87.221	tcp	8081	tproxy
179.189.87.222	tcp	179	bgp
179.189.87.222	tcp	2000	cisco-sccp
179.189.87.222	tcp	8291	
179.189.87.223	tcp	179	bgp
179.189.87.223	tcp	2000	cisco-sccp
179.189.87.223	tcp	8081	tproxy
179.189.87.223	tcp	8291	
179.189.87.225	tcp	30960	
179.189.87.225	tcp	34599	
179.189.87.225	tcp	53000	
179.189.87.225	tcp	554	rtsp
179.189.87.225	tcp	7000	afs3-fileserver
179.189.87.225	tcp	9010	
179.189.87.225	tcp	9020	
179.189.87.226	tcp	30960	
179.189.87.226	tcp	80	http
179.189.87.226	tcp	9000	
179.189.87.226	tcp	9020	
179.189.87.226	tcp	9090	
179.189.87.227	tcp	1028	
179.189.87.227	tcp	1029	
179.189.87.227	tcp	8000	
179.189.87.227	tcp	8002	
179.189.87.228	tcp	1024	
179.189.87.228	tcp	30901	
179.189.87.228	tcp	32212	
179.189.87.228	tcp	33146	
179.189.87.228	tcp	36201	
179.189.87.228	tcp	45599	
179.189.87.228	tcp	46147	
179.189.87.228	tcp	48016	
179.189.87.228	tcp	49514	
179.189.87.228	tcp	554	rtsp
179.189.87.228	tcp	56625	
179.189.87.228	tcp	7000	afs3-fileserver
179.189.87.228	tcp	80	http
179.189.87.228	tcp	8000	
179.189.87.228	tcp	8001	
179.189.87.228	tcp	8080	http-alt
179.189.87.229	tcp	10001	
179.189.87.229	tcp	1024	
179.189.87.229	tcp	22	ssh
179.189.87.229	tcp	443	https
179.189.87.229	tcp	80	http
179.189.87.229	tcp	9000	
179.189.87.229	tcp	9090	
179.189.87.232	tcp	10001	
179.189.87.232	tcp	22	ssh
179.189.87.232	tcp	80	http
179.189.87.233	tcp	80	http
179.189.87.234	tcp	1723	
179.189.87.234	tcp	2000	cisco-sccp
179.189.87.234	tcp	53	domain
179.189.87.234	tcp	80	http
179.189.87.234	tcp	8291	
179.189.87.235	tcp	10001	
179.189.87.235	tcp	443	https
179.189.87.235	tcp	80	http
179.189.87.236	tcp	10001	
179.189.87.236	tcp	22	ssh
179.189.87.236	tcp	443	https
179.189.87.239	tcp	21	ftp
179.189.87.239	tcp	22	ssh
179.189.87.239	tcp	2442	
179.189.87.239	tcp	81	
179.189.87.239	tcp	8291	
179.189.87.239	tcp	8728	
179.189.87.239	tcp	8729	
179.189.87.241	tcp	10001	
179.189.87.241	tcp	22	ssh
179.189.87.241	tcp	443	https
179.189.87.241	tcp	554	rtsp
179.189.87.241	tcp	7000	afs3-fileserver
179.189.87.242	tcp	2000	cisco-sccp
179.189.87.242	tcp	21	ftp
179.189.87.242	tcp	22	ssh
179.189.87.242	tcp	3389	
179.189.87.242	tcp	80	http
179.189.87.242	tcp	8728	
179.189.87.242	tcp	8729	
179.189.87.244	tcp	10001	
179.189.87.244	tcp	22	ssh
179.189.87.244	tcp	443	https
179.189.87.244	tcp	8091	
179.189.87.245	tcp	22	ssh
179.189.87.245	tcp	2442	
179.189.87.245	tcp	443	https
179.189.87.245	tcp	80	http
179.189.87.246	tcp	80	http
179.189.87.248	tcp	10001	
179.189.87.248	tcp	22	ssh
179.189.87.248	tcp	443	https
179.189.87.248	tcp	80	http
179.189.87.249	tcp	10001	
179.189.87.249	tcp	22	ssh
179.189.87.249	tcp	37777	
179.189.87.249	tcp	443	https
179.189.87.249	tcp	554	rtsp
179.189.87.249	tcp	80	http
179.189.87.249	tcp	8180	
179.189.87.249	tcp	9000	
179.189.87.249	tcp	9090	
179.189.87.252	tcp	2000	cisco-sccp
179.189.87.252	tcp	8081	tproxy
179.189.87.252	tcp	8291	
179.189.87.253	tcp	10001	
179.189.87.253	tcp	22	ssh
179.189.87.253	tcp	443	https
179.189.87.253	tcp	80	http
179.189.87.254	tcp	22	ssh
179.189.87.254	tcp	30960	
179.189.87.254	tcp	443	https
179.189.87.254	tcp	554	rtsp
179.189.87.254	tcp	80	http
179.189.87.254	tcp	9000	
179.189.87.254	tcp	9020	
179.189.87.254	tcp	9090	
179.189.87.65	tcp	2000	cisco-sccp
179.189.87.65	tcp	8081	tproxy
179.189.87.65	tcp	8291	
179.189.87.66	tcp	443	https
179.189.87.66	tcp	8000	
179.189.87.66	tcp	8001	
179.189.87.66	tcp	8002	
179.189.87.67	tcp	80	http
179.189.87.67	tcp	8000	
179.189.87.68	tcp	31330	
179.189.87.68	tcp	44622	
179.189.87.68	tcp	46025	
179.189.87.68	tcp	50763	
179.189.87.68	tcp	58541	
179.189.87.68	tcp	80	http
179.189.87.69	tcp	2000	cisco-sccp
179.189.87.69	tcp	8081	tproxy
179.189.87.69	tcp	8291	
179.189.87.70	tcp	2000	cisco-sccp
179.189.87.70	tcp	8081	tproxy
179.189.87.70	tcp	8291	
179.189.87.71	tcp	2000	cisco-sccp
179.189.87.71	tcp	8081	tproxy
179.189.87.71	tcp	8291	
179.189.87.72	tcp	2000	cisco-sccp
179.189.87.72	tcp	8081	tproxy
179.189.87.72	tcp	8291	
179.189.87.73	tcp	2000	cisco-sccp
179.189.87.73	tcp	8291	
179.189.87.78	tcp	2000	cisco-sccp
179.189.87.78	tcp	56421	
179.189.87.78	tcp	6032	
179.189.87.83	tcp	44535	
179.189.87.83	tcp	46036	
179.189.87.83	tcp	55454	
179.189.87.83	tcp	59594	
179.189.87.86	tcp	34599	
179.189.87.87	tcp	30960	
179.189.87.87	tcp	53000	
179.189.87.87	tcp	554	rtsp
179.189.87.87	tcp	80	http
179.189.87.87	tcp	8000	
179.189.87.87	tcp	9010	
179.189.87.87	tcp	9020	
179.189.87.88	tcp	80	http
179.189.87.89	tcp	10001	
179.189.87.89	tcp	22	ssh
179.189.87.89	tcp	443	https
179.189.87.89	tcp	80	http
179.189.87.90	tcp	22	ssh
179.189.87.90	tcp	30960	
179.189.87.90	tcp	443	https
179.189.87.90	tcp	49152	
179.189.87.90	tcp	53000	
179.189.87.90	tcp	554	rtsp
179.189.87.90	tcp	80	http
179.189.87.90	tcp	8000	
179.189.87.90	tcp	9010	
179.189.87.90	tcp	9020	
179.189.87.91	tcp	80	http
179.189.87.99	tcp	2442	
179.189.87.99	tcp	443	https
179.189.87.99	tcp	554	rtsp
179.189.87.99	tcp	80	http
179.189.87.99	tcp	9000	
179.189.92.1	tcp	2000	cisco-sccp
179.189.92.1	tcp	21	ftp
179.189.92.100	tcp	34567	
179.189.92.100	tcp	34599	
179.189.92.104	tcp	80	http
179.189.92.105	tcp	2000	cisco-sccp
179.189.92.105	tcp	2210	
179.189.92.105	tcp	2211	
179.189.92.105	tcp	8291	
179.189.92.106	tcp	2000	cisco-sccp
179.189.92.106	tcp	2210	
179.189.92.106	tcp	2211	
179.189.92.106	tcp	8081	tproxy
179.189.92.106	tcp	8291	
179.189.92.107	tcp	2000	cisco-sccp
179.189.92.107	tcp	2210	
179.189.92.107	tcp	2211	
179.189.92.107	tcp	8081	tproxy
179.189.92.107	tcp	8291	
179.189.92.108	tcp	2000	cisco-sccp
179.189.92.108	tcp	2210	
179.189.92.108	tcp	2211	
179.189.92.108	tcp	8081	tproxy
179.189.92.108	tcp	8291	
179.189.92.109	tcp	34567	
179.189.92.109	tcp	37777	
179.189.92.109	tcp	554	rtsp
179.189.92.109	tcp	80	http
179.189.92.109	tcp	8180	
179.189.92.109	tcp	9530	
179.189.92.110	tcp	80	http
179.189.92.114	tcp	80	http
179.189.92.115	tcp	22	ssh
179.189.92.115	tcp	34567	
179.189.92.115	tcp	53	domain
179.189.92.115	tcp	554	rtsp
179.189.92.115	tcp	80	http
179.189.92.115	tcp	8020	
179.189.92.115	tcp	8021	zope-ftp
179.189.92.115	tcp	8022	
179.189.92.115	tcp	8023	
179.189.92.115	tcp	8024	
179.189.92.118	tcp	20765	
179.189.92.118	tcp	37777	
179.189.92.118	tcp	443	https
179.189.92.118	tcp	5000	
179.189.92.118	tcp	554	rtsp
179.189.92.118	tcp	80	http
179.189.92.119	tcp	10080	amanda
179.189.92.119	tcp	10082	amandaidx
179.189.92.119	tcp	22001	
179.189.92.119	tcp	22005	
179.189.92.119	tcp	22008	
179.189.92.120	tcp	35707	
179.189.92.120	tcp	37777	
179.189.92.120	tcp	443	https
179.189.92.120	tcp	49152	
179.189.92.120	tcp	5000	
179.189.92.120	tcp	554	rtsp
179.189.92.120	tcp	80	http
179.189.92.120	tcp	8686	
179.189.92.123	tcp	443	https
179.189.92.123	tcp	80	http
179.189.92.125	tcp	2000	cisco-sccp
179.189.92.125	tcp	8081	tproxy
179.189.92.125	tcp	8291	
179.189.92.126	tcp	4344	
179.189.92.128	tcp	22	ssh
179.189.92.128	tcp	443	https
179.189.92.128	tcp	53	domain
179.189.92.128	tcp	80	http
179.189.92.129	tcp	443	https
179.189.92.129	tcp	80	http
179.189.92.13	tcp	22	ssh
179.189.92.13	tcp	554	rtsp
179.189.92.13	tcp	80	http
179.189.92.13	tcp	8000	
179.189.92.13	tcp	8001	
179.189.92.130	tcp	22	ssh
179.189.92.130	tcp	443	https
179.189.92.131	tcp	443	https
179.189.92.131	tcp	80	http
179.189.92.133	tcp	80	http
179.189.92.134	tcp	443	https
179.189.92.134	tcp	80	http
179.189.92.136	tcp	443	https
179.189.92.136	tcp	80	http
179.189.92.137	tcp	22	ssh
179.189.92.137	tcp	443	https
179.189.92.137	tcp	80	http
179.189.92.138	tcp	443	https
179.189.92.139	tcp	443	https
179.189.92.140	tcp	22	ssh
179.189.92.140	tcp	443	https
179.189.92.140	tcp	80	http
179.189.92.141	tcp	22	ssh
179.189.92.141	tcp	443	https
179.189.92.141	tcp	80	http
179.189.92.142	tcp	22	ssh
179.189.92.142	tcp	443	https
179.189.92.142	tcp	80	http
179.189.92.143	tcp	443	https
179.189.92.143	tcp	80	http
179.189.92.145	tcp	443	https
179.189.92.145	tcp	80	http
179.189.92.146	tcp	443	https
179.189.92.146	tcp	80	http
179.189.92.147	tcp	22	ssh
179.189.92.147	tcp	443	https
179.189.92.148	tcp	443	https
179.189.92.148	tcp	80	http
179.189.92.149	tcp	443	https
179.189.92.149	tcp	80	http
179.189.92.150	tcp	22	ssh
179.189.92.150	tcp	443	https
179.189.92.150	tcp	80	http
179.189.92.151	tcp	22	ssh
179.189.92.151	tcp	80	http
179.189.92.152	tcp	22	ssh
179.189.92.152	tcp	443	https
179.189.92.152	tcp	80	http
179.189.92.153	tcp	22	ssh
179.189.92.153	tcp	443	https
179.189.92.153	tcp	80	http
179.189.92.154	tcp	22	ssh
179.189.92.154	tcp	443	https
179.189.92.154	tcp	80	http
179.189.92.155	tcp	443	https
179.189.92.155	tcp	80	http
179.189.92.157	tcp	22	ssh
179.189.92.157	tcp	443	https
179.189.92.157	tcp	80	http
179.189.92.158	tcp	80	http
179.189.92.159	tcp	443	https
179.189.92.159	tcp	80	http
179.189.92.16	tcp	80	http
179.189.92.160	tcp	443	https
179.189.92.160	tcp	80	http
179.189.92.161	tcp	10001	
179.189.92.161	tcp	22	ssh
179.189.92.161	tcp	443	https
179.189.92.161	tcp	80	http
179.189.92.162	tcp	443	https
179.189.92.162	tcp	80	http
179.189.92.163	tcp	22	ssh
179.189.92.163	tcp	443	https
179.189.92.163	tcp	53	domain
179.189.92.163	tcp	80	http
179.189.92.164	tcp	22	ssh
179.189.92.164	tcp	443	https
179.189.92.164	tcp	80	http
179.189.92.165	tcp	443	https
179.189.92.166	tcp	22	ssh
179.189.92.166	tcp	443	https
179.189.92.166	tcp	80	http
179.189.92.168	tcp	22	ssh
179.189.92.168	tcp	443	https
179.189.92.168	tcp	53	domain
179.189.92.168	tcp	80	http
179.189.92.169	tcp	443	https
179.189.92.169	tcp	80	http
179.189.92.170	tcp	443	https
179.189.92.170	tcp	80	http
179.189.92.171	tcp	443	https
179.189.92.171	tcp	80	http
179.189.92.172	tcp	443	https
179.189.92.172	tcp	80	http
179.189.92.173	tcp	22	ssh
179.189.92.173	tcp	80	http
179.189.92.174	tcp	22	ssh
179.189.92.174	tcp	443	https
179.189.92.174	tcp	80	http
179.189.92.175	tcp	443	https
179.189.92.175	tcp	80	http
179.189.92.176	tcp	443	https
179.189.92.176	tcp	80	http
179.189.92.177	tcp	22	ssh
179.189.92.177	tcp	443	https
179.189.92.177	tcp	80	http
179.189.92.178	tcp	22	ssh
179.189.92.178	tcp	443	https
179.189.92.178	tcp	80	http
179.189.92.179	tcp	22	ssh
179.189.92.179	tcp	443	https
179.189.92.179	tcp	80	http
179.189.92.18	tcp	80	http
179.189.92.180	tcp	22	ssh
179.189.92.180	tcp	80	http
179.189.92.181	tcp	22	ssh
179.189.92.181	tcp	443	https
179.189.92.181	tcp	80	http
179.189.92.182	tcp	10001	
179.189.92.182	tcp	22	ssh
179.189.92.182	tcp	443	https
179.189.92.182	tcp	80	http
179.189.92.183	tcp	80	http
179.189.92.184	tcp	22	ssh
179.189.92.184	tcp	443	https
179.189.92.184	tcp	80	http
179.189.92.185	tcp	443	https
179.189.92.185	tcp	80	http
179.189.92.186	tcp	22	ssh
179.189.92.186	tcp	443	https
179.189.92.186	tcp	53	domain
179.189.92.186	tcp	80	http
179.189.92.187	tcp	22	ssh
179.189.92.187	tcp	443	https
179.189.92.187	tcp	53	domain
179.189.92.187	tcp	80	http
179.189.92.188	tcp	443	https
179.189.92.188	tcp	80	http
179.189.92.189	tcp	443	https
179.189.92.189	tcp	80	http
179.189.92.19	tcp	10072	
179.189.92.19	tcp	1021	
179.189.92.19	tcp	1022	
179.189.92.19	tcp	3389	
179.189.92.19	tcp	8001	
179.189.92.19	tcp	8020	
179.189.92.19	tcp	8021	zope-ftp
179.189.92.19	tcp	8022	
179.189.92.19	tcp	8023	
179.189.92.190	tcp	443	https
179.189.92.190	tcp	80	http
179.189.92.191	tcp	443	https
179.189.92.191	tcp	80	http
179.189.92.192	tcp	443	https
179.189.92.192	tcp	80	http
179.189.92.193	tcp	22	ssh
179.189.92.193	tcp	443	https
179.189.92.193	tcp	80	http
179.189.92.195	tcp	443	https
179.189.92.195	tcp	80	http
179.189.92.196	tcp	443	https
179.189.92.196	tcp	80	http
179.189.92.197	tcp	443	https
179.189.92.197	tcp	80	http
179.189.92.198	tcp	443	https
179.189.92.198	tcp	80	http
179.189.92.199	tcp	443	https
179.189.92.199	tcp	80	http
179.189.92.2	tcp	2000	cisco-sccp
179.189.92.2	tcp	8081	tproxy
179.189.92.2	tcp	8291	
179.189.92.20	tcp	80	http
179.189.92.20	tcp	8000	
179.189.92.20	tcp	8001	
179.189.92.200	tcp	443	https
179.189.92.201	tcp	443	https
179.189.92.201	tcp	80	http
179.189.92.202	tcp	443	https
179.189.92.202	tcp	80	http
179.189.92.203	tcp	22	ssh
179.189.92.203	tcp	443	https
179.189.92.203	tcp	80	http
179.189.92.204	tcp	22	ssh
179.189.92.204	tcp	443	https
179.189.92.204	tcp	80	http
179.189.92.205	tcp	443	https
179.189.92.205	tcp	80	http
179.189.92.206	tcp	22	ssh
179.189.92.206	tcp	443	https
179.189.92.206	tcp	53	domain
179.189.92.206	tcp	80	http
179.189.92.207	tcp	443	https
179.189.92.207	tcp	80	http
179.189.92.208	tcp	22	ssh
179.189.92.208	tcp	443	https
179.189.92.208	tcp	80	http
179.189.92.209	tcp	22	ssh
179.189.92.209	tcp	443	https
179.189.92.209	tcp	80	http
179.189.92.210	tcp	443	https
179.189.92.210	tcp	80	http
179.189.92.211	tcp	443	https
179.189.92.211	tcp	80	http
179.189.92.212	tcp	80	http
179.189.92.213	tcp	443	https
179.189.92.213	tcp	80	http
179.189.92.214	tcp	10001	
179.189.92.214	tcp	22	ssh
179.189.92.214	tcp	443	https
179.189.92.215	tcp	22	ssh
179.189.92.215	tcp	443	https
179.189.92.215	tcp	80	http
179.189.92.217	tcp	22	ssh
179.189.92.217	tcp	443	https
179.189.92.217	tcp	53	domain
179.189.92.217	tcp	80	http
179.189.92.218	tcp	443	https
179.189.92.218	tcp	80	http
179.189.92.219	tcp	10001	
179.189.92.219	tcp	22	ssh
179.189.92.219	tcp	443	https
179.189.92.219	tcp	80	http
179.189.92.22	tcp	34567	
179.189.92.22	tcp	80	http
179.189.92.22	tcp	9527	
179.189.92.220	tcp	443	https
179.189.92.220	tcp	80	http
179.189.92.221	tcp	443	https
179.189.92.221	tcp	80	http
179.189.92.222	tcp	80	http
179.189.92.223	tcp	80	http
179.189.92.225	tcp	443	https
179.189.92.225	tcp	80	http
179.189.92.226	tcp	22	ssh
179.189.92.226	tcp	80	http
179.189.92.227	tcp	80	http
179.189.92.228	tcp	443	https
179.189.92.228	tcp	80	http
179.189.92.230	tcp	443	https
179.189.92.230	tcp	80	http
179.189.92.231	tcp	443	https
179.189.92.232	tcp	80	http
179.189.92.233	tcp	443	https
179.189.92.233	tcp	80	http
179.189.92.235	tcp	10001	
179.189.92.235	tcp	22	ssh
179.189.92.235	tcp	443	https
179.189.92.235	tcp	80	http
179.189.92.236	tcp	22	ssh
179.189.92.236	tcp	80	http
179.189.92.237	tcp	443	https
179.189.92.237	tcp	80	http
179.189.92.238	tcp	443	https
179.189.92.238	tcp	80	http
179.189.92.24	tcp	30960	
179.189.92.24	tcp	34599	
179.189.92.24	tcp	53000	
179.189.92.24	tcp	554	rtsp
179.189.92.24	tcp	80	http
179.189.92.24	tcp	8000	
179.189.92.24	tcp	8002	
179.189.92.24	tcp	9010	
179.189.92.24	tcp	9020	
179.189.92.246	tcp	1000	
179.189.92.246	tcp	2000	cisco-sccp
179.189.92.246	tcp	80	http
179.189.92.246	tcp	8291	
179.189.92.246	tcp	8444	
179.189.92.246	tcp	8728	
179.189.92.246	tcp	8729	
179.189.92.249	tcp	2000	cisco-sccp
179.189.92.249	tcp	8081	tproxy
179.189.92.249	tcp	8291	
179.189.92.25	tcp	22669	
179.189.92.25	tcp	37777	
179.189.92.25	tcp	49152	
179.189.92.25	tcp	554	rtsp
179.189.92.25	tcp	80	http
179.189.92.25	tcp	8686	
179.189.92.252	tcp	211	
179.189.92.252	tcp	3389	
179.189.92.252	tcp	49155	
179.189.92.253	tcp	22	ssh
179.189.92.253	tcp	3306	mysql
179.189.92.253	tcp	80	http
179.189.92.253	tcp	8081	tproxy
179.189.92.253	tcp	8082	
179.189.92.254	tcp	2000	cisco-sccp
179.189.92.254	tcp	2210	
179.189.92.254	tcp	2211	
179.189.92.254	tcp	8081	tproxy
179.189.92.254	tcp	8291	
179.189.92.26	tcp	22	ssh
179.189.92.26	tcp	443	https
179.189.92.26	tcp	80	http
179.189.92.26	tcp	8000	
179.189.92.26	tcp	8001	
179.189.92.26	tcp	8002	
179.189.92.29	tcp	443	https
179.189.92.29	tcp	80	http
179.189.92.29	tcp	8000	
179.189.92.29	tcp	8002	
179.189.92.30	tcp	22	ssh
179.189.92.30	tcp	443	https
179.189.92.30	tcp	80	http
179.189.92.31	tcp	49152	
179.189.92.31	tcp	554	rtsp
179.189.92.31	tcp	57366	
179.189.92.31	tcp	80	http
179.189.92.31	tcp	8686	
179.189.92.33	tcp	33430	
179.189.92.33	tcp	37777	
179.189.92.33	tcp	554	rtsp
179.189.92.33	tcp	80	http
179.189.92.33	tcp	8686	
179.189.92.37	tcp	80	http
179.189.92.39	tcp	22	ssh
179.189.92.39	tcp	443	https
179.189.92.39	tcp	80	http
179.189.92.39	tcp	8000	
179.189.92.44	tcp	554	rtsp
179.189.92.44	tcp	80	http
179.189.92.44	tcp	8000	
179.189.92.45	tcp	30960	
179.189.92.45	tcp	34567	
179.189.92.45	tcp	49152	
179.189.92.45	tcp	554	rtsp
179.189.92.45	tcp	8000	
179.189.92.45	tcp	9010	
179.189.92.45	tcp	9020	
179.189.92.59	tcp	80	http
179.189.92.59	tcp	8000	
179.189.92.59	tcp	8001	
179.189.92.59	tcp	8002	
179.189.92.62	tcp	2000	cisco-sccp
179.189.92.62	tcp	2210	
179.189.92.62	tcp	2211	
179.189.92.62	tcp	8081	tproxy
179.189.92.62	tcp	8291	
179.189.92.63	tcp	2000	cisco-sccp
179.189.92.63	tcp	2210	
179.189.92.63	tcp	2211	
179.189.92.63	tcp	8081	tproxy
179.189.92.63	tcp	8291	
179.189.92.64	tcp	2000	cisco-sccp
179.189.92.64	tcp	2210	
179.189.92.64	tcp	2211	
179.189.92.64	tcp	8081	tproxy
179.189.92.64	tcp	8291	
179.189.92.65	tcp	2000	cisco-sccp
179.189.92.65	tcp	2210	
179.189.92.65	tcp	2211	
179.189.92.65	tcp	8081	tproxy
179.189.92.65	tcp	8291	
179.189.92.66	tcp	2000	cisco-sccp
179.189.92.66	tcp	2210	
179.189.92.66	tcp	2211	
179.189.92.66	tcp	8081	tproxy
179.189.92.66	tcp	8291	
179.189.92.67	tcp	2000	cisco-sccp
179.189.92.67	tcp	2210	
179.189.92.67	tcp	2211	
179.189.92.67	tcp	8081	tproxy
179.189.92.67	tcp	8291	
179.189.92.68	tcp	2000	cisco-sccp
179.189.92.68	tcp	2210	
179.189.92.68	tcp	2211	
179.189.92.68	tcp	8081	tproxy
179.189.92.68	tcp	8291	
179.189.92.69	tcp	2000	cisco-sccp
179.189.92.69	tcp	2210	
179.189.92.69	tcp	2211	
179.189.92.69	tcp	8081	tproxy
179.189.92.69	tcp	8291	
179.189.92.7	tcp	34599	
179.189.92.7	tcp	554	rtsp
179.189.92.7	tcp	7000	afs3-fileserver
179.189.92.70	tcp	2000	cisco-sccp
179.189.92.70	tcp	2210	
179.189.92.70	tcp	2211	
179.189.92.70	tcp	8081	tproxy
179.189.92.70	tcp	8291	
179.189.92.71	tcp	2000	cisco-sccp
179.189.92.71	tcp	2210	
179.189.92.71	tcp	2211	
179.189.92.71	tcp	8081	tproxy
179.189.92.71	tcp	8291	
179.189.92.72	tcp	2000	cisco-sccp
179.189.92.72	tcp	2210	
179.189.92.72	tcp	2211	
179.189.92.72	tcp	8081	tproxy
179.189.92.72	tcp	8291	
179.189.92.73	tcp	2000	cisco-sccp
179.189.92.73	tcp	2210	
179.189.92.73	tcp	2211	
179.189.92.73	tcp	8081	tproxy
179.189.92.73	tcp	8291	
179.189.92.74	tcp	2000	cisco-sccp
179.189.92.74	tcp	2210	
179.189.92.74	tcp	2211	
179.189.92.74	tcp	8081	tproxy
179.189.92.74	tcp	8291	
179.189.92.75	tcp	2000	cisco-sccp
179.189.92.75	tcp	2210	
179.189.92.75	tcp	2211	
179.189.92.75	tcp	8081	tproxy
179.189.92.76	tcp	2000	cisco-sccp
179.189.92.76	tcp	2210	
179.189.92.76	tcp	2211	
179.189.92.76	tcp	8081	tproxy
179.189.92.76	tcp	8291	
179.189.92.77	tcp	2000	cisco-sccp
179.189.92.77	tcp	2210	
